sessionId,user,tikihost,timestamp
ad513d86d7caef88275b773ed9dfb9e9,NULL,192.168.0.238,1336968842
5a8c0c6da5d8e7d04bdc90d7508c2379,NULL,192.168.0.238,1336968841
db0d078902e4370a003d644f475677b2,NULL,192.168.0.238,1336968837

