page_id,ip,flag,hits,lang,votes,data,user,points,cache,created,creator,is_html,lockedby,pageName,pageRank,comment,version,lastModif,page_size,wiki_cache,description,cache_timestamp
1,0.0.0.0,NULL,19,NULL,NULL,<blank>,admin,NULL,NULL,1271407536,admin,0,NULL,HomePage,NULL,Tiki initialization,1,1271407536,0,NULL,<blank>,NULL

