topicId,articleId,body,lang,state,title,votes,hash,size,type,author,linkto,points,rating,created,heading,image_x,image_y,isfloat,nbreads,topline,subtitle,useImage,topicName,authorName,expireDate,image_data,image_name,image_size,image_type,publishDate,image_caption

