quizId,sData,taken,name,bForum,sForum,bOnline,created,nAuthor,bDeleted,nVersion,canRepeat,sEpilogue,sPrologue,timeLimit,expireDate,nCanRepeat,sShowScore,publishDate,showAnswers,timeLimited,passingperct,storeResults,description,bMultiSession,sPublishStats,sGradingMethod,shuffleAnswers,bRandomQuestions,nRandomQuestions,questionsPerPage,shuffleQuestions,immediateFeedback,sShowCorrectAnswers,bAdditionalQuestions,bLimitQuestionsPerPage,nLimitQuestionsPerPage

