galleryId,showimageid,hits,theme,name,user,public,created,maxRows,showhits,showname,showuser,visible,lastModif,rowImages,sortorder,geographic,showxysize,thumbSizeX,thumbSizeY,showcreated,defaultscale,galleryimage,showfilename,showfilesize,description,parentgallery,sortdirection,showdescription

