repID,name,path,css_file,cacheable,expiration,start_page,visibility,description
1,Doxygened (1.3.4) Documentation,<blank>,doxygen.css,y,0,index.html,n,Use this repository as rule source for all your repositories based on doxygened docs. To setup yours just add new repository and copy rules from this repository :)

