bannerId,alt,fri,mon,sat,sun,thu,tue,wed,url,title,which,zone,clicks,hourTo,toDate,created,HTMLData,client,fromDate,hourFrom,textData,useDates,imageData,imageName,imageType,impressions,fixedURLData,maxImpressions

