TABLE_SCHEMA,TABLE_NAME,TABLE_CATALOG,COLUMN_NAME,ORDINAL_POSITION,CONSTRAINT_NAME,CONSTRAINT_SCHEMA,CONSTRAINT_CATALOG,REFERENCED_TABLE_NAME,REFERENCED_COLUMN_NAME,REFERENCED_TABLE_SCHEMA,POSITION_IN_UNIQUE_CONSTRAINT
tikiwiki195,tiki_newsreader_marks,NULL,serverId,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_newsreader_marks,NULL,groupName,3,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_newsreader_servers,NULL,serverId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_object_ratings,NULL,catObjectId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_object_ratings,NULL,pollId,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_page_footnotes,NULL,user,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_page_footnotes,NULL,pageName,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_pages,NULL,page_id,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_pages,NULL,pageName,1,pageName,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_pageviews,NULL,day,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_poll_objects,NULL,catObjectId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_poll_objects,NULL,pollId,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_poll_options,NULL,optionId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_polls,NULL,pollId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_preferences,NULL,name,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_private_messages,NULL,messageId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_programmed_content,NULL,pId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_quicktags,NULL,tagId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_quiz_question_options,NULL,optionId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_quiz_questions,NULL,questionId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_quiz_results,NULL,resultId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_quiz_stats,NULL,quizId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_quiz_stats,NULL,questionId,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_quiz_stats,NULL,optionId,3,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_quiz_stats_sum,NULL,quizId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_quizzes,NULL,quizId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_quizzes,NULL,nVersion,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_received_articles,NULL,receivedArticleId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_received_pages,NULL,receivedPageId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_referer_stats,NULL,referer,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_related_categories,NULL,categId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_related_categories,NULL,relatedTo,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_rss_feeds,NULL,name,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_rss_feeds,NULL,rssVer,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_rss_modules,NULL,rssId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_score,NULL,event,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_search_stats,NULL,term,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_searchindex,NULL,searchword,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_searchindex,NULL,location,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_searchindex,NULL,page,3,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_searchsyllable,NULL,syllable,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_searchwords,NULL,syllable,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_searchwords,NULL,searchword,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_secdb,NULL,md5_value,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_secdb,NULL,filename,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_secdb,NULL,tiki_version,3,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_semaphores,NULL,semName,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_sent_newsletters,NULL,editionId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_sessions,NULL,sessionId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_sheet_layout,NULL,sheetId,1,sheetId,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_sheet_layout,NULL,begin,2,sheetId,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_sheet_values,NULL,sheetId,1,sheetId,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_sheet_values,NULL,begin,2,sheetId,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_sheet_values,NULL,rowIndex,3,sheetId,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_sheet_values,NULL,columnIndex,4,sheetId,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_sheets,NULL,sheetId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_shoutbox,NULL,msgId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_shoutbox_words,NULL,word,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_stats,NULL,object,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_stats,NULL,type,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_stats,NULL,day,3,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_structure_versions,NULL,structure_id,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_structures,NULL,page_ref_id,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_submissions,NULL,subId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_suggested_faq_questions,NULL,sfqId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_survey_question_options,NULL,optionId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_survey_questions,NULL,questionId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_surveys,NULL,surveyId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_tags,NULL,tagName,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_tags,NULL,pageName,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_theme_control_categs,NULL,categId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_theme_control_objects,NULL,objId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_theme_control_sections,NULL,section,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_topics,NULL,topicId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_tracker_fields,NULL,fieldId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_tracker_item_attachments,NULL,attId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_tracker_item_comments,NULL,commentId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_tracker_item_fields,NULL,itemId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_tracker_item_fields,NULL,fieldId,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_tracker_items,NULL,itemId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_tracker_options,NULL,trackerId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_tracker_options,NULL,name,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_trackers,NULL,trackerId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_translated_objects,NULL,type,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_translated_objects,NULL,objId,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_untranslated,NULL,source,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_untranslated,NULL,lang,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_untranslated,NULL,id,1,id,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_answers,NULL,userResultId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_answers,NULL,quizId,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_answers,NULL,questionId,3,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_answers,NULL,optionId,4,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_answers_uploads,NULL,answerUploadId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_assigned_modules,NULL,name,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_assigned_modules,NULL,user,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_bookmarks_folders,NULL,user,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_bookmarks_folders,NULL,folderId,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_bookmarks_urls,NULL,urlId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_mail_accounts,NULL,accountId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_menus,NULL,menuId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_modules,NULL,name,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_notes,NULL,noteId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_postings,NULL,user,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_preferences,NULL,user,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_preferences,NULL,prefName,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_quizzes,NULL,userResultId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_taken_quizzes,NULL,user,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_taken_quizzes,NULL,quizId,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_tasks,NULL,taskId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_tasks,NULL,creator,1,creator,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_tasks,NULL,created,2,creator,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_tasks_history,NULL,belongs_to,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_tasks_history,NULL,task_version,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_votings,NULL,user,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_votings,NULL,id,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_watches,NULL,user,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_watches,NULL,event,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_user_watches,NULL,object,3,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_userfiles,NULL,fileId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_users,NULL,user,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_users_score,NULL,user,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_users_score,NULL,event_id,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_webmail_contacts,NULL,contactId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_webmail_messages,NULL,accountId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_webmail_messages,NULL,mailId,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_wiki_attachments,NULL,attId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_zones,NULL,zone,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,users_grouppermissions,NULL,groupName,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,users_grouppermissions,NULL,permName,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,users_groups,NULL,groupName,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,users_objectpermissions,NULL,objectId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,users_objectpermissions,NULL,objectType,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,users_objectpermissions,NULL,groupName,3,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,users_objectpermissions,NULL,permName,4,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,users_permissions,NULL,permName,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,users_usergroups,NULL,userId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,users_usergroups,NULL,groupName,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,users_users,NULL,userId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL

