PACKED,NULLABLE,SUB_PART,COMMENT,INDEX_NAME,INDEX_TYPE,NON_UNIQUE,COLLATION,INDEX_SCHEMA,SEQ_IN_INDEX,TABLE_SCHEMA,TABLE_NAME,TABLE_CATALOG,CARDINALITY,COLUMN_NAME
NULL,YES,255,<blank>,description,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_galleries,NULL,NULL,description
NULL,YES,NULL,<blank>,hits,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_galleries,NULL,NULL,hits
NULL,<blank>,NULL,<blank>,parentgallery,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_galleries,NULL,NULL,parentgallery
NULL,YES,NULL,<blank>,visibleUser,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_galleries,NULL,NULL,visible
NULL,YES,NULL,<blank>,visibleUser,BTREE,1,A,tikiwiki,2,tikiwiki,tiki_galleries,NULL,NULL,user
NULL,<blank>,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki,1,tikiwiki,tiki_galleries,NULL,NULL,name
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki,2,tikiwiki,tiki_galleries,NULL,NULL,description
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_galleries_scales,NULL,NULL,galleryId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_galleries_scales,NULL,0,scale
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_games,NULL,0,gameName
NULL,<blank>,30,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_group_inclusion,NULL,NULL,groupName
NULL,<blank>,30,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_group_inclusion,NULL,0,includeGroup
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_history,NULL,NULL,pageName
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_history,NULL,0,version
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_hotwords,NULL,0,word
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_html_pages,NULL,0,pageName
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_html_pages_dynamic_zones,NULL,NULL,pageName
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_html_pages_dynamic_zones,NULL,0,zone
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_images,NULL,0,imageId
NULL,<blank>,NULL,<blank>,name,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_images,NULL,NULL,name
NULL,YES,255,<blank>,description,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_images,NULL,NULL,description
NULL,YES,NULL,<blank>,hits,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_images,NULL,NULL,hits
NULL,<blank>,NULL,<blank>,ti_gId,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_images,NULL,NULL,galleryId
NULL,YES,NULL,<blank>,ti_cr,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_images,NULL,NULL,created
NULL,YES,NULL,<blank>,ti_us,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_images,NULL,NULL,user
NULL,<blank>,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki,1,tikiwiki,tiki_images,NULL,NULL,name
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki,2,tikiwiki,tiki_images,NULL,NULL,description
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_images_data,NULL,NULL,imageId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_images_data,NULL,NULL,xsize
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,3,tikiwiki,tiki_images_data,NULL,NULL,ysize
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,4,tikiwiki,tiki_images_data,NULL,0,type
NULL,<blank>,NULL,<blank>,t_i_d_it,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_images_data,NULL,NULL,imageId
NULL,<blank>,NULL,<blank>,t_i_d_it,BTREE,1,A,tikiwiki,2,tikiwiki,tiki_images_data,NULL,NULL,type
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_integrator_reps,NULL,1,repID
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_integrator_rules,NULL,3,ruleID
NULL,<blank>,NULL,<blank>,repID,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_integrator_rules,NULL,NULL,repID
NULL,<blank>,255,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_language,NULL,NULL,source
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_language,NULL,0,lang
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_languages,NULL,1,lang
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_link_cache,NULL,0,cacheId
NULL,YES,NULL,<blank>,urlindex,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_link_cache,NULL,NULL,url
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_links,NULL,NULL,fromPage
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_links,NULL,0,toPage
NULL,<blank>,NULL,<blank>,toPage,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_links,NULL,NULL,toPage
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_live_support_events,NULL,0,eventId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_live_support_message_comments,NULL,0,cId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_live_support_messages,NULL,0,msgId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_live_support_modules,NULL,7,modId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_live_support_operators,NULL,0,user
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_live_support_requests,NULL,0,reqId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_logs,NULL,0,logId
NULL,<blank>,NULL,<blank>,logtype,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_logs,NULL,NULL,logtype
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_mailin_accounts,NULL,0,accountId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_menu_languages,NULL,NULL,menuId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_menu_languages,NULL,0,language
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_menu_options,NULL,164,optionId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_menus,NULL,1,menuId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_minical_events,NULL,0,eventId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_minical_topics,NULL,0,topicId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_modules,NULL,5,name
NULL,YES,NULL,<blank>,positionType,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_modules,NULL,NULL,position
NULL,YES,NULL,<blank>,positionType,BTREE,1,A,tikiwiki,2,tikiwiki,tiki_modules,NULL,NULL,type
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_newsletter_groups,NULL,NULL,nlId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_newsletter_groups,NULL,0,groupName
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_newsletter_subscriptions,NULL,NULL,nlId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_newsletter_subscriptions,NULL,NULL,email
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,3,tikiwiki,tiki_newsletter_subscriptions,NULL,0,isUser
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_newsletters,NULL,0,nlId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_newsreader_marks,NULL,NULL,user
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_newsreader_marks,NULL,NULL,serverId
NULL,<blank>,100,<blank>,PRIMARY,BTREE,0,A,tikiwiki,3,tikiwiki,tiki_newsreader_marks,NULL,0,groupName
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_newsreader_servers,NULL,0,serverId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_object_ratings,NULL,NULL,catObjectId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_object_ratings,NULL,0,pollId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_page_footnotes,NULL,NULL,user
NULL,<blank>,100,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_page_footnotes,NULL,0,pageName
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_pages,NULL,1,page_id
NULL,<blank>,NULL,<blank>,pageName,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_pages,NULL,1,pageName
NULL,YES,255,<blank>,data,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_pages,NULL,1,data
NULL,YES,NULL,<blank>,pageRank,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_pages,NULL,1,pageRank
NULL,<blank>,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki,1,tikiwiki,tiki_pages,NULL,1,pageName
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki,2,tikiwiki,tiki_pages,NULL,1,description
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki,3,tikiwiki,tiki_pages,NULL,1,data
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_pageviews,NULL,0,day
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_poll_objects,NULL,NULL,catObjectId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_poll_objects,NULL,0,pollId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_poll_options,NULL,0,optionId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_polls,NULL,0,pollId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_preferences,NULL,404,name
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_private_messages,NULL,0,messageId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_programmed_content,NULL,0,pId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_quicktags,NULL,34,tagId
NULL,YES,NULL,<blank>,tagcategory,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_quicktags,NULL,NULL,tagcategory
NULL,YES,NULL,<blank>,taglabel,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_quicktags,NULL,NULL,taglabel
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_quiz_question_options,NULL,0,optionId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_quiz_questions,NULL,0,questionId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_quiz_results,NULL,0,resultId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_quiz_stats,NULL,NULL,quizId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_quiz_stats,NULL,NULL,questionId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,3,tikiwiki,tiki_quiz_stats,NULL,0,optionId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_quiz_stats_sum,NULL,0,quizId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_quizzes,NULL,NULL,quizId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_quizzes,NULL,0,nVersion
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_received_articles,NULL,0,receivedArticleId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_received_pages,NULL,0,receivedPageId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_referer_stats,NULL,0,referer
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_related_categories,NULL,NULL,categId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_related_categories,NULL,0,relatedTo
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_rss_feeds,NULL,NULL,name
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_rss_feeds,NULL,0,rssVer
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_rss_modules,NULL,0,rssId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_score,NULL,30,event
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_search_stats,NULL,0,term
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_searchindex,NULL,NULL,searchword
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_searchindex,NULL,NULL,location
NULL,<blank>,80,<blank>,PRIMARY,BTREE,0,A,tikiwiki,3,tikiwiki,tiki_searchindex,NULL,1,page
NULL,<blank>,NULL,<blank>,last_update,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_searchindex,NULL,NULL,last_update
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_searchsyllable,NULL,0,syllable
NULL,<blank>,NULL,<blank>,lastUsed,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_searchsyllable,NULL,NULL,lastUsed
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_searchwords,NULL,NULL,syllable
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_searchwords,NULL,0,searchword
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_secdb,NULL,NULL,md5_value
NULL,<blank>,100,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_secdb,NULL,NULL,filename
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,3,tikiwiki,tiki_secdb,NULL,0,tiki_version
NULL,<blank>,NULL,<blank>,sdb_fn,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_secdb,NULL,NULL,filename
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_semaphores,NULL,0,semName
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_sent_newsletters,NULL,0,editionId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_sessions,NULL,0,sessionId
NULL,YES,NULL,<blank>,user,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_sessions,NULL,0,user
NULL,YES,NULL,<blank>,timestamp,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_sessions,NULL,0,timestamp
NULL,<blank>,NULL,<blank>,sheetId,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_sheet_layout,NULL,NULL,sheetId
NULL,<blank>,NULL,<blank>,sheetId,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_sheet_layout,NULL,0,begin
NULL,<blank>,NULL,<blank>,sheetId,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_sheet_values,NULL,NULL,sheetId
NULL,<blank>,NULL,<blank>,sheetId,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_sheet_values,NULL,NULL,begin
NULL,<blank>,NULL,<blank>,sheetId,BTREE,0,A,tikiwiki,3,tikiwiki,tiki_sheet_values,NULL,NULL,rowIndex
NULL,<blank>,NULL,<blank>,sheetId,BTREE,0,A,tikiwiki,4,tikiwiki,tiki_sheet_values,NULL,0,columnIndex
NULL,<blank>,NULL,<blank>,sheetId_2,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_sheet_values,NULL,NULL,sheetId
NULL,<blank>,NULL,<blank>,sheetId_2,BTREE,1,A,tikiwiki,2,tikiwiki,tiki_sheet_values,NULL,NULL,rowIndex
NULL,<blank>,NULL,<blank>,sheetId_2,BTREE,1,A,tikiwiki,3,tikiwiki,tiki_sheet_values,NULL,NULL,columnIndex
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_sheets,NULL,0,sheetId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_shoutbox,NULL,0,msgId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_shoutbox_words,NULL,0,word
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_stats,NULL,1,object
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_stats,NULL,1,type
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,3,tikiwiki,tiki_stats,NULL,2,day
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_structure_versions,NULL,0,structure_id
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_structures,NULL,0,page_ref_id
NULL,<blank>,NULL,<blank>,pidpaid,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_structures,NULL,NULL,page_id
NULL,YES,NULL,<blank>,pidpaid,BTREE,1,A,tikiwiki,2,tikiwiki,tiki_structures,NULL,NULL,parent_id
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_submissions,NULL,0,subId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_suggested_faq_questions,NULL,0,sfqId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_survey_question_options,NULL,0,optionId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_survey_questions,NULL,0,questionId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_surveys,NULL,0,surveyId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_tags,NULL,NULL,tagName
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_tags,NULL,0,pageName
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_theme_control_categs,NULL,0,categId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_theme_control_objects,NULL,0,objId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_theme_control_sections,NULL,0,section
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_topics,NULL,0,topicId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_tracker_fields,NULL,0,fieldId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_tracker_item_attachments,NULL,0,attId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_tracker_item_comments,NULL,0,commentId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_tracker_item_fields,NULL,NULL,itemId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_tracker_item_fields,NULL,0,fieldId
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki,1,tikiwiki,tiki_tracker_item_fields,NULL,NULL,value
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_tracker_items,NULL,0,itemId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_tracker_options,NULL,NULL,trackerId
NULL,<blank>,30,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_tracker_options,NULL,0,name
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_trackers,NULL,0,trackerId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_translated_objects,NULL,NULL,type
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_translated_objects,NULL,0,objId
NULL,<blank>,NULL,<blank>,traId,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_translated_objects,NULL,NULL,traId
NULL,<blank>,255,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_untranslated,NULL,NULL,source
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_untranslated,NULL,0,lang
NULL,<blank>,NULL,<blank>,id,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_untranslated,NULL,0,id
NULL,<blank>,NULL,<blank>,id_2,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_untranslated,NULL,NULL,id
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_user_answers,NULL,NULL,userResultId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_user_answers,NULL,NULL,quizId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,3,tikiwiki,tiki_user_answers,NULL,NULL,questionId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,4,tikiwiki,tiki_user_answers,NULL,0,optionId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_user_answers_uploads,NULL,0,answerUploadId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_user_assigned_modules,NULL,NULL,name
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_user_assigned_modules,NULL,0,user
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_user_bookmarks_folders,NULL,NULL,user
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_user_bookmarks_folders,NULL,0,folderId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_user_bookmarks_urls,NULL,0,urlId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_user_mail_accounts,NULL,0,accountId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_user_menus,NULL,0,menuId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_user_modules,NULL,1,name
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_user_notes,NULL,0,noteId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_user_postings,NULL,0,user
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_user_preferences,NULL,NULL,user
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_user_preferences,NULL,1,prefName
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_user_quizzes,NULL,0,userResultId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_user_taken_quizzes,NULL,NULL,user
NULL,<blank>,100,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_user_taken_quizzes,NULL,0,quizId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_user_tasks,NULL,0,taskId
NULL,<blank>,NULL,<blank>,creator,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_user_tasks,NULL,NULL,creator
NULL,<blank>,NULL,<blank>,creator,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_user_tasks,NULL,0,created
