CREATED,SQL_MODE,DEFINER,ACTION_ORDER,TRIGGER_NAME,ACTION_TIMING,TRIGGER_SCHEMA,TRIGGER_CATALOG,ACTION_CONDITION,ACTION_STATEMENT,ACTION_ORIENTATION,EVENT_MANIPULATION,EVENT_OBJECT_TABLE,EVENT_OBJECT_SCHEMA,EVENT_OBJECT_CATALOG,ACTION_REFERENCE_NEW_ROW,ACTION_REFERENCE_OLD_ROW,ACTION_REFERENCE_NEW_TABLE,ACTION_REFERENCE_OLD_TABLE

