Date,Component,Type,Event,Event ID
2025-09-26 17:34:30,sfp_onyphe,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",408
2025-09-26 17:34:30,sfp_onyphe,ERROR,"You enabled sfp_onyphe, but did not set an API key!",409
2025-09-26 17:34:30,sfp_hybrid_analysis,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",410
2025-09-26 17:34:30,sflib,STATUS,"Fetching (POST): https://www.hybrid-analysis.com/api/v2/search/terms (proxy=None, user-agent=Falcon Sandbox, timeout=15, cookies=None)",411
2025-09-26 17:34:30,sflib,STATUS,Fetched https://api.mnemonic.no/pdns/v3/192.168.142.134?limit=500&offset=0 (1748 bytes in 2.471768617630005s),412
2025-09-26 17:34:30,sflib,STATUS,Fetched https://api.maltiverse.com/ip/192.168.142.134 (73 bytes in 1.132868766784668s),413
2025-09-26 17:34:30,sfp_maltiverse,ERROR,Bad request. 192.168.142.134 is not a valid IP Address,414
2025-09-26 17:34:30,sfp_ipapicom,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",415
2025-09-26 17:34:30,sfp_ipapicom,ERROR,You enabled sfp_ipapicom but did not set an API key!,416
2025-09-26 17:34:30,sfp_leakix,DEBUG,"You enabled sfp_leakix but did not set an API key, results are limited",417
2025-09-26 17:34:30,sfp_leakix,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",418
2025-09-26 17:34:30,sflib,STATUS,"Fetching (GET): https://leakix.net/host/192.168.142.134 (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=15, cookies=None)",419
2025-09-26 17:34:31,sflib,STATUS,Fetched https://www.hybrid-analysis.com/api/v2/search/terms (39 bytes in 0.6598877906799316s),420
2025-09-26 17:34:31,sfp_mnemonic,STATUS,Retrieved 5 of 5 results,421
2025-09-26 17:34:31,sfp_mnemonic,DEBUG,"Record 192.168.142.134 found for device-local-1f1d82af-4734-4dcf-a8b0-21c1a95b103a.remotewd.com is too old, skipping.",422
2025-09-26 17:34:31,sfp_mnemonic,DEBUG,"Record 192.168.142.134 found for device-local-5706fac0-131c-4b90-8831-daff9407ec9c.remotewd.com is too old, skipping.",423
2025-09-26 17:34:31,sfp_mnemonic,DEBUG,"Record 192.168.142.134 found for device-local-9f7baf02-28b0-4ecf-aea9-380b2c1ad7b4.remotewd.com is too old, skipping.",424
2025-09-26 17:34:31,sfp_mnemonic,DEBUG,"Record 192.168.142.134 found for student.on3cx.de is too old, skipping.",425
2025-09-26 17:34:31,sfp_mnemonic,DEBUG,"Record 192.168.142.134 found for 6vrvq2qy43.dattolocal.net is too old, skipping.",426
2025-09-26 17:34:31,sflib,STATUS,"Fetching (GET): https://api.mnemonic.no/pdns/v3/192.168.142.134?limit=500&offset=500 (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=30, cookies=None)",427
2025-09-26 17:34:31,sflib,STATUS,Fetched https://leakix.net/host/192.168.142.134 (17 bytes in 1.4732344150543213s),428
2025-09-26 17:34:32,sfp_hybrid_analysis,ERROR,Failed to retrieve content from Hybrid Analysis: Unexpected response status 404,429
2025-09-26 17:34:32,sfp_hybrid_analysis,DEBUG,No information found for192.168.142.134,430
2025-09-26 17:34:32,sfp_iknowwhatyoudownload,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",431
2025-09-26 17:34:32,sfp_iknowwhatyoudownload,ERROR,You enabled sfp_iknowwhatyoudownload but did not set an API key!,432
2025-09-26 17:34:32,sfp_ipregistry,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",433
2025-09-26 17:34:32,sfp_ipregistry,ERROR,You enabled sfp_ipregistry but did not set an API key!,434
2025-09-26 17:34:32,sfp_networksdb,ERROR,You enabled sfp_networksdb but did not set an API key!,435
2025-09-26 17:34:32,sfp_metadefender,ERROR,You enabled sfp_metadefender but did not set an API key!,436
2025-09-26 17:34:32,sfp_multiproxy,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",437
2025-09-26 17:34:32,sfp_multiproxy,DEBUG,Checking maliciousness of 192.168.142.134 (IP_ADDRESS) with multiproxy.org open proxy list,438
2025-09-26 17:34:32,sfp_neutrinoapi,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",439
2025-09-26 17:34:32,sfp_neutrinoapi,ERROR,You enabled sfp_neutrinoapi but did not set an API key!,440
2025-09-26 17:34:32,sfp_phishstats,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",441
2025-09-26 17:34:32,sflib,STATUS,"Fetching (GET): https://phishstats.info:2096/api/phishing?_where=%28ip%2Ceq%2C192.168.142.134%29&_size=1 (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=15, cookies=None)",442
2025-09-26 17:34:32,sfp_leakix,ERROR,Failed to retrieve content from LeakIX,443
2025-09-26 17:34:32,sfp_leakix,DEBUG,No information found for host 192.168.142.134,444
2025-09-26 17:34:32,sfp_portscan_tcp,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",445
2025-09-26 17:34:32,sfp_portscan_tcp,STATUS,Scanning 49 ports on 192.168.142.134,446
2025-09-26 17:34:32,sfp_portscan_tcp,STATUS,Spawning thread to check port: 138 on 192.168.142.134,447
2025-09-26 17:34:32,sfp_portscan_tcp,STATUS,Spawning thread to check port: 139 on 192.168.142.134,448
2025-09-26 17:34:32,sfp_portscan_tcp,STATUS,Spawning thread to check port: 5902 on 192.168.142.134,449
2025-09-26 17:34:32,sfp_portscan_tcp,STATUS,Spawning thread to check port: 53 on 192.168.142.134,450
2025-09-26 17:34:32,sfp_portscan_tcp,STATUS,Spawning thread to check port: 23 on 192.168.142.134,451
2025-09-26 17:34:32,sfp_portscan_tcp,STATUS,Spawning thread to check port: 88 on 192.168.142.134,452
2025-09-26 17:34:32,sfp_portscan_tcp,STATUS,Spawning thread to check port: 8888 on 192.168.142.134,453
2025-09-26 17:34:32,sfp_portscan_tcp,STATUS,Spawning thread to check port: 636 on 192.168.142.134,454
2025-09-26 17:34:32,sfp_portscan_tcp,STATUS,Spawning thread to check port: 1521 on 192.168.142.134,455
2025-09-26 17:34:32,sfp_portscan_tcp,STATUS,Spawning thread to check port: 79 on 192.168.142.134,456
2025-09-26 17:34:33,sflib,STATUS,Fetched https://api.mnemonic.no/pdns/v3/192.168.142.134?limit=500&offset=500 (221 bytes in 2.3973491191864014s),457
2025-09-26 17:34:34,sflib,STATUS,Fetched https://phishstats.info:2096/api/phishing?_where=%28ip%2Ceq%2C192.168.142.134%29&_size=1 (9242 bytes in 1.9770066738128662s),458
2025-09-26 17:34:34,sfp_phishstats,DEBUG,No information found from PhishStats for 192.168.142.134.,459
2025-09-26 17:34:34,sfp_pulsedive,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",460
2025-09-26 17:34:34,sfp_pulsedive,ERROR,You enabled sfp_pulsedive but did not set an API key!,461
2025-09-26 17:34:34,sfp_ripe,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",462
2025-09-26 17:34:34,sflib,STATUS,"Fetching (GET): https://stat.ripe.net/data/network-info/data.json?resource=192.168.142.134 (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",463
2025-09-26 17:34:34,sfp_mnemonic,STATUS,No results found for 192.168.142.134,464
2025-09-26 17:34:34,sfp_mnemonic,STATUS,No passive DNS data found for 192.168.142.134,465
2025-09-26 17:34:34,sfp_riskiq,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",466
2025-09-26 17:34:34,sfp_riskiq,ERROR,You enabled sfp_riskiq but did not set an credentials!,467
2025-09-26 17:34:34,sfp_securitytrails,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",468
2025-09-26 17:34:34,sfp_securitytrails,ERROR,You enabled sfp_securitytrails but did not set an API uid/secret!,469
2025-09-26 17:34:34,sfp_seon,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",470
2025-09-26 17:34:34,sfp_seon,ERROR,You enabled sfp_seon but did not set an API key!,471
2025-09-26 17:34:34,sfp_shodan,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",472
2025-09-26 17:34:34,sfp_shodan,ERROR,You enabled sfp_shodan but did not set an API key!,473
2025-09-26 17:34:34,sfp_sorbs,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",474
2025-09-26 17:34:34,sfp_sorbs,DEBUG,Checking SORBS blacklist: 134.142.168.192.dnsbl.sorbs.net,475
2025-09-26 17:34:34,sfp_spur,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",476
2025-09-26 17:34:34,sfp_spur,ERROR,You enabled sfp_spur but did not set an API key!,477
2025-09-26 17:34:34,sfp_spamcop,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",478
2025-09-26 17:34:34,sfp_spamcop,DEBUG,Checking SpamCop blacklist: 134.142.168.192.bl.spamcop.net,479
2025-09-26 17:34:34,sfp_spamhaus,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",480
2025-09-26 17:34:34,sfp_spamhaus,DEBUG,Checking Spamhaus Zen blacklist: 134.142.168.192.zen.spamhaus.org,481
2025-09-26 17:34:34,sfp_spyonweb,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",482
2025-09-26 17:34:34,sfp_spyonweb,ERROR,You enabled sfp_spyonweb but did not set an API key!,483
2025-09-26 17:34:34,sfp_spyse,ERROR,You enabled sfp_spyse but did not set an API key!,484
2025-09-26 17:34:34,sfp_sslcert,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",485
2025-09-26 17:34:34,sfp_sslcert,DEBUG,Testing SSL for: 192.168.142.134:443,486
2025-09-26 17:34:34,sfp_sslcert,STATUS,Unable to SSL-connect to 192.168.142.134 ([Errno 111] Connection refused),487
2025-09-26 17:34:34,sfp_tool_nuclei,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",488
2025-09-26 17:34:34,sfp_tool_nuclei,ERROR,You enabled sfp_tool_nuclei but did not set a path to the tool and/or templates!,489
2025-09-26 17:34:34,sfp_threatfox,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",490
2025-09-26 17:34:34,sflib,STATUS,"Fetching (POST): https://threatfox-api.abuse.ch/api/v1/ (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",491
2025-09-26 17:34:35,sflib,STATUS,Fetched https://stat.ripe.net/data/network-info/data.json?resource=192.168.142.134 (359 bytes in 1.3700478076934814s),492
2025-09-26 17:34:35,sflib,STATUS,"Fetching (GET): https://stat.ripe.net/data/whois/data.json?resource= (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",493
2025-09-26 17:34:35,sflib,STATUS,Fetched https://threatfox-api.abuse.ch/api/v1/ (25 bytes in 0.856919527053833s),494
2025-09-26 17:34:36,sfp_threatfox,ERROR,Unexpected reply from ThreatFox: 401,495
2025-09-26 17:34:36,sfp_surbl,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",496
2025-09-26 17:34:36,sfp_surbl,DEBUG,Checking SURBL blacklist: 134.142.168.192.multi.surbl.org,497
2025-09-26 17:34:36,sflib,STATUS,Fetched https://stat.ripe.net/data/whois/data.json?resource= (431 bytes in 1.352405309677124s),498
2025-09-26 17:34:36,sfp_ripe,DEBUG,Error processing JSON response: list index out of range,499
2025-09-26 17:34:36,sfp_ripe,DEBUG,Could not identify BGP AS for ,500
2025-09-26 17:34:36,sfp_threatcrowd,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",501
2025-09-26 17:34:36,sflib,STATUS,"Fetching (GET): https://www.threatcrowd.org/searchApi/v2/ip/report/?ip=192.168.142.134 (proxy=None, user-agent=SpiderFoot, timeout=5, cookies=None)",502
2025-09-26 17:34:37,sfp_threatminer,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",503
2025-09-26 17:34:37,sflib,STATUS,"Fetching (GET): https://api.threatminer.org/v2/host.php?q=192.168.142.134&rt=2 (proxy=None, user-agent=SpiderFoot, timeout=10, cookies=None)",504
2025-09-26 17:34:37,sflib,ERROR,Failed to connect to https://www.threatcrowd.org/searchApi/v2/ip/report/?ip=192.168.142.134,505
2025-09-26 17:34:37,sfp_threatcrowd,STATUS,No ThreatCrowd info found for 192.168.142.134,506
2025-09-26 17:34:37,sfp_email,DEBUG,"Received event, RAW_RIR_DATA, from sfp_robtex",507
2025-09-26 17:34:37,sfp_names,DEBUG,"Received event, RAW_RIR_DATA, from sfp_robtex",508
2025-09-26 17:34:37,sfp_names,DEBUG,Ignoring RAW_RIR_DATA from untrusted module.,509
2025-09-26 17:34:38,sflib,STATUS,Fetched https://api.threatminer.org/v2/host.php?q=192.168.142.134&rt=2 (0 bytes in 1.8315651416778564s),510
2025-09-26 17:34:38,sfp_threatminer,STATUS,No ThreatMiner info found for 192.168.142.134,511
2025-09-26 17:34:38,sfp_threatminer,STATUS,No Passive DNS info for 192.168.142.134,512
2025-09-26 17:35:03,sfp_portscan_tcp,STATUS,TCP port 192.168.142.134:139 found to be OPEN.,513
2025-09-26 17:35:03,sfp_portscan_tcp,STATUS,TCP port 192.168.142.134:23 found to be OPEN.,514
2025-09-26 17:35:03,sfp_portscan_tcp,STATUS,Spawning thread to check port: 513 on 192.168.142.134,515
2025-09-26 17:35:03,sfp_portscan_tcp,STATUS,Spawning thread to check port: 995 on 192.168.142.134,516
2025-09-26 17:35:03,sfp_portscan_tcp,STATUS,Spawning thread to check port: 110 on 192.168.142.134,517
2025-09-26 17:35:03,sfp_portscan_tcp,STATUS,Spawning thread to check port: 9000 on 192.168.142.134,518
2025-09-26 17:35:03,sfp_portscan_tcp,STATUS,Spawning thread to check port: 993 on 192.168.142.134,519
2025-09-26 17:35:03,sfp_portscan_tcp,STATUS,Spawning thread to check port: 990 on 192.168.142.134,520
2025-09-26 17:35:03,sfp_portscan_tcp,STATUS,Spawning thread to check port: 143 on 192.168.142.134,521
2025-09-26 17:35:03,sfp_portscan_tcp,STATUS,Spawning thread to check port: 22 on 192.168.142.134,522
2025-09-26 17:35:03,sfp_portscan_tcp,STATUS,Spawning thread to check port: 119 on 192.168.142.134,523
2025-09-26 17:35:03,sfp_portscan_tcp,STATUS,Spawning thread to check port: 3389 on 192.168.142.134,524
2025-09-26 17:35:03,sfp_dnsresolve,DEBUG,"Received event, TCP_PORT_OPEN_BANNER, from sfp_portscan_tcp",525
2025-09-26 17:35:03,sfp_email,DEBUG,"Received event, TCP_PORT_OPEN_BANNER, from sfp_portscan_tcp",526
2025-09-26 17:35:03,sfp__stor_db,DEBUG,Storing an event: TCP_PORT_OPEN,527
2025-09-26 17:35:03,sfp__stor_db,DEBUG,Storing an event: TCP_PORT_OPEN,528
2025-09-26 17:35:03,sfp__stor_db,DEBUG,Storing an event: TCP_PORT_OPEN_BANNER,529
2025-09-26 17:35:18,sfp_portscan_tcp,STATUS,TCP port 192.168.142.134:513 found to be OPEN.,530
2025-09-26 17:35:18,sfp_portscan_tcp,STATUS,TCP port 192.168.142.134:22 found to be OPEN.,531
2025-09-26 17:35:18,sfp_portscan_tcp,STATUS,Spawning thread to check port: 123 on 192.168.142.134,532
2025-09-26 17:35:18,sfp_portscan_tcp,STATUS,Spawning thread to check port: 161 on 192.168.142.134,533
2025-09-26 17:35:18,sfp_portscan_tcp,STATUS,Spawning thread to check port: 2638 on 192.168.142.134,534
2025-09-26 17:35:18,sfp_portscan_tcp,STATUS,Spawning thread to check port: 21 on 192.168.142.134,535
2025-09-26 17:35:18,sfp_portscan_tcp,STATUS,Spawning thread to check port: 111 on 192.168.142.134,536
2025-09-26 17:35:18,sfp_portscan_tcp,STATUS,Spawning thread to check port: 1433 on 192.168.142.134,537
2025-09-26 17:35:18,sfp_portscan_tcp,STATUS,Spawning thread to check port: 631 on 192.168.142.134,538
2025-09-26 17:35:18,sfp_portscan_tcp,STATUS,Spawning thread to check port: 3306 on 192.168.142.134,539
2025-09-26 17:35:18,sfp_portscan_tcp,STATUS,Spawning thread to check port: 113 on 192.168.142.134,540
2025-09-26 17:35:18,sfp_portscan_tcp,STATUS,Spawning thread to check port: 445 on 192.168.142.134,541
2025-09-26 17:35:18,sfp__stor_db,DEBUG,Storing an event: TCP_PORT_OPEN,542
2025-09-26 17:35:18,sfp__stor_db,DEBUG,Storing an event: TCP_PORT_OPEN,543
2025-09-26 17:35:18,sfp__stor_db,DEBUG,Storing an event: TCP_PORT_OPEN_BANNER,544
2025-09-26 17:35:18,sfp_dnsresolve,DEBUG,"Received event, TCP_PORT_OPEN_BANNER, from sfp_portscan_tcp",545
2025-09-26 17:35:18,sfp_email,DEBUG,"Received event, TCP_PORT_OPEN_BANNER, from sfp_portscan_tcp",546
2025-09-26 17:35:49,sfp_portscan_tcp,STATUS,TCP port 192.168.142.134:21 found to be OPEN.,547
2025-09-26 17:35:49,sfp_portscan_tcp,STATUS,TCP port 192.168.142.134:111 found to be OPEN.,548
2025-09-26 17:35:49,sfp_portscan_tcp,STATUS,TCP port 192.168.142.134:3306 found to be OPEN.,549
2025-09-26 17:35:49,sfp_portscan_tcp,STATUS,TCP port 192.168.142.134:445 found to be OPEN.,550
2025-09-26 17:35:49,sfp_portscan_tcp,STATUS,Spawning thread to check port: 389 on 192.168.142.134,551
2025-09-26 17:35:49,sfp_portscan_tcp,STATUS,Spawning thread to check port: 5901 on 192.168.142.134,552
2025-09-26 17:35:49,sfp_portscan_tcp,STATUS,Spawning thread to check port: 5900 on 192.168.142.134,553
2025-09-26 17:35:49,sfp_portscan_tcp,STATUS,Spawning thread to check port: 81 on 192.168.142.134,554
2025-09-26 17:35:49,sfp_portscan_tcp,STATUS,Spawning thread to check port: 514 on 192.168.142.134,555
2025-09-26 17:35:49,sfp_portscan_tcp,STATUS,Spawning thread to check port: 80 on 192.168.142.134,556
2025-09-26 17:35:49,sfp_portscan_tcp,STATUS,Spawning thread to check port: 512 on 192.168.142.134,557
2025-09-26 17:35:49,sfp_portscan_tcp,STATUS,Spawning thread to check port: 137 on 192.168.142.134,558
2025-09-26 17:35:49,sfp_portscan_tcp,STATUS,Spawning thread to check port: 443 on 192.168.142.134,559
2025-09-26 17:35:49,sfp_portscan_tcp,STATUS,Spawning thread to check port: 25 on 192.168.142.134,560
2025-09-26 17:35:49,sfp__stor_db,DEBUG,Storing an event: TCP_PORT_OPEN,561
2025-09-26 17:35:49,sfp__stor_db,DEBUG,Storing an event: TCP_PORT_OPEN_BANNER,562
2025-09-26 17:35:49,sfp__stor_db,DEBUG,Storing an event: TCP_PORT_OPEN,563
2025-09-26 17:35:49,sfp__stor_db,DEBUG,Storing an event: TCP_PORT_OPEN,564
2025-09-26 17:35:49,sfp__stor_db,DEBUG,Storing an event: TCP_PORT_OPEN_BANNER,565
2025-09-26 17:35:49,sfp__stor_db,DEBUG,Storing an event: TCP_PORT_OPEN,566
2025-09-26 17:35:49,sfp_dnsresolve,DEBUG,"Received event, TCP_PORT_OPEN_BANNER, from sfp_portscan_tcp",567
2025-09-26 17:35:49,sfp_email,DEBUG,"Received event, TCP_PORT_OPEN_BANNER, from sfp_portscan_tcp",568
2025-09-26 17:35:49,sfp_dnsresolve,DEBUG,"Received event, TCP_PORT_OPEN_BANNER, from sfp_portscan_tcp",569
2025-09-26 17:35:49,sfp_email,DEBUG,"Received event, TCP_PORT_OPEN_BANNER, from sfp_portscan_tcp",570
2025-09-26 17:36:04,sfp_portscan_tcp,STATUS,TCP port 192.168.142.134:5900 found to be OPEN.,571
2025-09-26 17:36:04,sfp_portscan_tcp,STATUS,TCP port 192.168.142.134:512 found to be OPEN.,572
2025-09-26 17:36:04,sfp_portscan_tcp,STATUS,TCP port 192.168.142.134:80 found to be OPEN.,573
2025-09-26 17:36:04,sfp_portscan_tcp,STATUS,TCP port 192.168.142.134:25 found to be OPEN.,574
2025-09-26 17:36:04,sfp_portscan_tcp,STATUS,Spawning thread to check port: 1080 on 192.168.142.134,575
2025-09-26 17:36:04,sfp_portscan_tcp,STATUS,Spawning thread to check port: 8080 on 192.168.142.134,576
2025-09-26 17:36:04,sfp_portscan_tcp,STATUS,Spawning thread to check port: 179 on 192.168.142.134,577
2025-09-26 17:36:04,sfp_portscan_tcp,STATUS,Spawning thread to check port: 465 on 192.168.142.134,578
2025-09-26 17:36:04,sfp_portscan_tcp,STATUS,Spawning thread to check port: 5903 on 192.168.142.134,579
2025-09-26 17:36:04,sfp_portscan_tcp,STATUS,Spawning thread to check port: 515 on 192.168.142.134,580
2025-09-26 17:36:04,sfp_portscan_tcp,STATUS,Spawning thread to check port: 5432 on 192.168.142.134,581
2025-09-26 17:36:04,sfp_portscan_tcp,STATUS,Spawning thread to check port: 5631 on 192.168.142.134,582
2025-09-26 17:36:04,sfp_portscan_tcp,STATUS,Spawning thread to check port: 992 on 192.168.142.134,583
2025-09-26 17:36:04,sfp_dnsresolve,DEBUG,"Received event, TCP_PORT_OPEN_BANNER, from sfp_portscan_tcp",584
2025-09-26 17:36:04,sfp_email,DEBUG,"Received event, TCP_PORT_OPEN_BANNER, from sfp_portscan_tcp",585
2025-09-26 17:36:04,sfp_dnsresolve,DEBUG,"Received event, TCP_PORT_OPEN_BANNER, from sfp_portscan_tcp",586
2025-09-26 17:36:04,sfp_email,DEBUG,"Received event, TCP_PORT_OPEN_BANNER, from sfp_portscan_tcp",587
2025-09-26 17:36:04,sfp_dnsresolve,DEBUG,"Received event, TCP_PORT_OPEN_BANNER, from sfp_portscan_tcp",588
2025-09-26 17:36:04,sfp__stor_db,DEBUG,Storing an event: TCP_PORT_OPEN,589
2025-09-26 17:36:04,sfp__stor_db,DEBUG,Storing an event: TCP_PORT_OPEN_BANNER,590
2025-09-26 17:36:04,sfp__stor_db,DEBUG,Storing an event: TCP_PORT_OPEN,591
2025-09-26 17:36:04,sfp__stor_db,DEBUG,Storing an event: TCP_PORT_OPEN_BANNER,592
2025-09-26 17:36:04,sfp_email,DEBUG,"Received event, TCP_PORT_OPEN_BANNER, from sfp_portscan_tcp",593
2025-09-26 17:36:04,sfp__stor_db,DEBUG,Storing an event: TCP_PORT_OPEN,594
2025-09-26 17:36:04,sfp__stor_db,DEBUG,Storing an event: TCP_PORT_OPEN,595
2025-09-26 17:36:04,sfp__stor_db,DEBUG,Storing an event: TCP_PORT_OPEN_BANNER,596
2025-09-26 17:36:19,sfp_portscan_tcp,STATUS,TCP port 192.168.142.134:5432 found to be OPEN.,597
2025-09-26 17:36:19,sfp__stor_db,DEBUG,Storing an event: TCP_PORT_OPEN,598
2025-09-26 17:36:21,sflib,STATUS,Running 37 correlation rules.,599
2025-09-26 17:36:21,sflib,STATUS,Scan [948DD7E6] completed.,600
